CATEGORY,TITLE,SYSTEM,FREQ,SR,POL/MOD,RADIO,ENC,PIDS,TRACKS
"ZDFvision","zdf_neo","dvbs",11953,27500,"h",0,0,"P650:660:680:670:671:672:675","A670:671:672:675"
"ZDFvision","zdf.kultur","dvbs",11953,27500,"h",0,0,"P1100:1110:1130:1120:1121:1122:1125","A1120:1121:1122:1125"
"MTV Networks Europe","Comedy Central/VIVA","dvbs",11973,27500,"v",0,0,"P416:4061:8190:4064:4062","A4062"
"MTV Networks Europe","Nickelodeon","dvbs",11973,27500,"v",0,0,"P420:4101:8190:4104:4102:4103","A4102:4103"
"MTV Networks Europe","Test Channel 2","dvbs",11973,27500,"v",0,0,"P","A"
"MTV Networks Europe","Test Channel 3","dvbs",11973,27500,"v",0,0,"P","A"
"Unknown","CANAL+ DECALE HD","dvbs2",12012,29700,"v",0,0,"P1281:161:86:87","A86:87"
"Unknown","Service 8822","dvbs2",12012,29700,"v",0,0,"P1301:161:86:87","A86:87"
"SKY","Sky Select","dvbs",12031,27500,"h",0,0,"P103:2815:2816","A2816"
"ProSiebenSat.1","ProSieben Schweiz","dvbs",12051,27500,"v",0,0,"P32:289:33:290:292","A290:292"
"ProSiebenSat.1","ProSieben Austria","dvbs",12051,27500,"v",0,0,"P1025:161:36:84:85","A84:85"
"ProSiebenSat.1","Kabel 1 Schweiz","dvbs",12051,27500,"v",0,0,"P1026:162:165:163","A163"
"ProSiebenSat.1","Kabel 1 Austria","dvbs",12051,27500,"v",0,0,"P1027:166:169:167","A167"
"ProSiebenSat.1","SAT.1 A","dvbs",12051,27500,"v",0,0,"P1028:800:802:801:803","A801:803"
"ProSiebenSat.1","SAT.1 CH","dvbs",12051,27500,"v",0,0,"P101:1535:38:1536:1539","A1536:1539"
"ProSiebenSat.1","SAT.1 HH/SH","dvbs",12051,27500,"v",0,0,"P103:2047:40:2048:2051","A2048:2051"
"ProSiebenSat.1","SAT.1 NS/Bremen","dvbs",12051,27500,"v",0,0,"P104:2047:40:2048:2051","A2048:2051"
"ProSiebenSat.1","SAT.1 RhlPf/Hessen","dvbs",12051,27500,"v",0,0,"P105:2047:40:2048:2051","A2048:2051"
"ProSiebenSat.1",".","dvbs",12051,27500,"v",0,0,"P","A"
"ARD","rbb Brandenburg","dvbs",12109,27500,"h",0,0,"P500:601:604:602:603","A602:603"
"ARD","rbb Berlin","dvbs",12109,27500,"h",0,0,"P600:601:604:602:603","A602:603"
"ARD","ARD-TEST-1","dvbs",12109,27500,"h",0,0,"P2100:601:604:602:2602","A602:2602"
"ARD","NDR FS MV","dvbs",12109,27500,"h",0,0,"P2400:2601:2604:2602:2603","A2602:2603"
"ARD","NDR FS HH","dvbs",12109,27500,"h",0,0,"P2500:2601:2604:2602:2603","A2602:2603"
"ARD","NDR FS NDS","dvbs",12109,27500,"h",0,0,"P2600:2601:2604:2602:2603","A2602:2603"
"ARD","NDR FS SH","dvbs",12109,27500,"h",0,0,"P2700:2601:2604:2602:2603","A2602:2603"
"ARD","MDR Sachsen","dvbs",12109,27500,"h",0,0,"P2800:2901:2904:2902:2903","A2902:2903"
"ARD","MDR S-Anhalt","dvbs",12109,27500,"h",0,0,"P2900:2901:2904:2902:2903","A2902:2903"
"ARD","MDR Thüringen","dvbs",12109,27500,"h",0,0,"P3000:2901:2904:2902:2903","A2902:2903"
"ARD","SWR Fernsehen RP","dvbs",12109,27500,"h",0,0,"P3100:3101:3104:3102:3103:3106","A3102:3103:3106"
"BetaDigital","N24 Austria","dvbs",12148,27500,"h",0,0,"P98:255:256","A256"
"BetaDigital","Beauty TV","dvbs",12148,27500,"h",0,0,"P100:3071:3072","A3072"
"MTV Networks","Comedy Central / VIVA AT","dvbs",12148,27500,"h",0,0,"P106:1535:33:1536","A1536"
"MTV Networks","NICKELODEON AT","dvbs",12148,27500,"h",0,0,"P107:1791:34:1792:1793","A1792:1793"
"BetaDigital","DELUXE MUSIC","dvbs",12148,27500,"h",0,0,"P99:3327:3328","A3328"
"BetaDigital","BB-MV Lokal-TV","dvbs",12148,27500,"h",0,0,"P103:2559:2560","A2560"
"BetaDigital","HOPE Channel deutsch","dvbs",12148,27500,"h",0,0,"P105:511:512","A512"
"BetaDigital","DMAX Austria","dvbs",12148,27500,"h",0,0,"P115:3583:45:3584","A3584"
"BetaDigital","JML Shop","dvbs",12148,27500,"h",0,0,"P108:2303:2304","A2304"
"BetaDigital","pearl.tv Shop","dvbs",12148,27500,"h",0,0,"P96:2047:2048","A2048"
"BetaDigital","RNF","dvbs",12148,27500,"h",0,0,"P122:1104:38:1105","A1105"
"BetaDigital","Channel21","dvbs",12148,27500,"h",0,0,"P113:1023:35:1024","A1024"
"BetaDigital","GOD Channel","dvbs",12148,27500,"h",0,0,"P97:767:768","A768"
"BetaDigital","MediaShop- Meine Einkaufswelt","dvbs",12148,27500,"h",0,0,"P114:1279:1280","A1280"
"BetaDigital",".","dvbs",12148,27500,"h",0,0,"P","A"
"RTL World","RTL Television","dvbs",12187,27500,"h",0,0,"P44:163:105:104:106","A104:106"
"RTL World","RTL Regional NRW","dvbs",12187,27500,"h",0,0,"P54:163:105:104","A104"
"RTL World","RTL HB NDS","dvbs",12187,27500,"h",0,0,"P55:163:105:104","A104"
"RTL World","RTL FS","dvbs",12187,27500,"h",0,0,"P56:163:105:104","A104"
"RTL World","RTL2","dvbs",12187,27500,"h",0,0,"P46:166:68:128","A128"
"RTL World","SUPER RTL","dvbs",12187,27500,"h",0,0,"P45:165:65:120","A120"
"RTL","SUPER RTL CH","dvbs",12187,27500,"h",0,0,"P52:172:82:145","A145"
"RTL World","VOX","dvbs",12187,27500,"h",0,0,"P47:167:71:136","A136"
"RTL","RTLNITRO","dvbs",12187,27500,"h",0,0,"P53:173:84:146","A146"
"RTL World","Channel 21","dvbs",12187,27500,"h",0,0,"P41:168:70:137","A137"
"RTL World","n-tv","dvbs",12187,27500,"h",0,0,"P48:169:80:73","A73"
"CBC","Channel 21 ALT","dvbs",12187,27500,"h",0,0,"P49:168:70:137","A137"
"RTL","RTL Austria","dvbs",12226,27500,"h",0,0,"P200:201:203:202","A202"
"RTL","VOX Austria","dvbs",12226,27500,"h",0,0,"P300:301:303:302","A302"
"RTL","RTL2 Austria","dvbs",12226,27500,"h",0,0,"P400:401:403:402","A402"
"RTL","SUPER RTL A","dvbs",12226,27500,"h",0,0,"P500:501:503:502","A502"
"SES Astra","Eurosport Deutschland","dvbs",12226,27500,"h",0,0,"P280:101:102:103","A103"
"SES Astra","HSE24 EXTRA","dvbs",12226,27500,"h",0,0,"P259:512:576:660","A660"
"Globecast","EuroNews","dvbs",12226,27500,"h",0,0,"P260:2432:2433:2434:2435:2436:2437:2438:2439:2440:2441:2442","A2433:2434:2435:2436:2437:2438:2439:2440:2441:2442"
"RTL","VOX CH","dvbs",12226,27500,"h",0,0,"P600:601:603:602","A602"
"CBC","RTL CH","dvbs",12226,27500,"h",0,0,"P610:611:614:612:613","A612:613"
"ARD","SR Fernsehen","dvbs",12265,27500,"h",0,0,"P1300:1301:1304:1302:1303","A1302:1303"
"ARD","ARD-alpha","dvbs",12265,27500,"h",0,0,"P1400:1401:1404:1402:1403:1406","A1402:1403:1406"
"CSAT","MOSAIQUE","dvbs",12324,27500,"v",0,0,"P1282:162:1906:1901:1902:1903:1904:1905:1907:1908:1909:1910:1911:1912:1913:1914:1915:1916:1917:1918:1919:1920","A1906:1901:1902:1903:1904:1905:1907:1908:1909:1910:1911:1912:1913:1914:1915:1916:1917:1918:1919:1920"
"Unknown","Service 8625","dvbs",12324,27500,"v",0,0,"P1304:162:1912","A1912"
"CSAT","MOSAIQUE","dvbs",12324,27500,"v",0,0,"P1301:162:1912","A1912"
"CSAT","MOSAIQUE","dvbs",12324,27500,"v",0,0,"P1303:162:1912","A1912"
"CSAT","MOSA 5","dvbs",12324,27500,"v",0,0,"P1289:172:1990:1981:1982:1983:1984:1985:1986:1987:1988:1989:1991:1992:1993:1994:1995:1996:1997:1998:1999:2000","A1990:1981:1982:1983:1984:1985:1986:1987:1988:1989:1991:1992:1993:1994:1995:1996:1997:1998:1999:2000"
"Unknown","Service 8615","dvbs",12324,27500,"v",0,0,"P1294:2047","A"
"CSAT","MOSA 4","dvbs",12324,27500,"v",0,0,"P1293:166:1961:1962:1963:1964:1965:1966:1967:1968:1969:1970:1971:1972:1973:1974:1975:1976:1977:1978:1979:1980","A1961:1962:1963:1964:1965:1966:1967:1968:1969:1970:1971:1972:1973:1974:1975:1976:1977:1978:1979:1980"
"CSAT","MOSA 3","dvbs",12324,27500,"v",0,0,"P1284:164:1941:1942:1943:1944:1945:1946:1947:1948:1949:1950:1951:1952:1953:1954:1955:1956:1957:1958:1959:1960","A1941:1942:1943:1944:1945:1946:1947:1948:1949:1950:1951:1952:1953:1954:1955:1956:1957:1958:1959:1960"
"CSAT","MOSA 2","dvbs",12324,27500,"v",0,0,"P1283:163:1921:1922:1923:1924:1925:1926:1927:1928:1929:1930:1931:1932:1933:1934:1935:1936:1937:1938:1939:1940","A1921:1922:1923:1924:1925:1926:1927:1928:1929:1930:1931:1932:1933:1934:1935:1936:1937:1938:1939:1940"
"CSAT","PASS PINK X","dvbs",12363,27500,"v",0,0,"P1345:2047","A"
"CSAT","CANALPLAY","dvbs",12363,27500,"v",0,0,"P1313:2047","A"
"CSAT","CAMPUS","dvbs",12363,27500,"v",0,0,"P1288:2047","A"
"CSAT","CAMPUS","dvbs",12363,27500,"v",0,0,"P1287:2047","A"
"CSAT","PASS XXL DORCEL","dvbs",12363,27500,"v",0,0,"P1342:2047","A"
"CSAT","PASS SERIES","dvbs",12363,27500,"v",0,0,"P1341:2047","A"
"CSAT","CSAT A LA DEMANDE","dvbs",12363,27500,"v",0,0,"P1308:2047","A"
"CSAT","C+ A LA DEMANDE","dvbs",12363,27500,"v",0,0,"P1285:2047","A"
"Unknown","CANALPLAY","dvbs",12363,27500,"v",0,0,"P1327:2049:2048","A2048"
"CSAT","CANALPLAY VOD","dvbs",12363,27500,"v",0,0,"P1311:2047","A"
"CSAT","6PLAY","dvbs",12363,27500,"v",0,0,"P1310:2047","A"
"CSAT","CSAT A LA DEMANDE","dvbs",12363,27500,"v",0,0,"P1303:2047","A"
"CSAT","C+ A LA DEMANDE","dvbs",12363,27500,"v",0,0,"P1284:2047","A"
"CSAT","LCP","dvbs",12402,27500,"v",0,0,"P700:710:741:721","A721"
"CSAT","ARTE","dvbs",12402,27500,"v",0,0,"P1200:1210:1241:1221:1222:1224:1223","A1221:1222:1224:1223"
"CSAT","LCP","dvbs",12402,27500,"v",0,0,"P701:710:741:721","A721"
"CSAT","ARTE","dvbs",12402,27500,"v",0,0,"P1201:1210:1241:1221:1222:1224:1223","A1221:1222:1224:1223"
"Unknown","DECODEUR","dvbs",12402,27500,"v",0,0,"P4050:4910","A"
"Unknown","DECODEUR","dvbs",12402,27500,"v",0,0,"P4051:4910","A"
"Unknown","DECODEUR","dvbs",12402,27500,"v",0,0,"P4052:4910","A"
"Unknown","DECODEUR","dvbs",12402,27500,"v",0,0,"P4053:4910","A"
"Unknown","DECODEUR","dvbs",12402,27500,"v",0,0,"P4054:4910","A"
"Unknown","DECODEUR","dvbs",12402,27500,"v",0,0,"P4055:4910","A"
"Unknown","DECODEUR","dvbs",12402,27500,"v",0,0,"P4056:4910","A"
"Unknown","DECODEUR","dvbs",12402,27500,"v",0,0,"P4057:4910","A"
"Unknown","DECODEUR","dvbs",12402,27500,"v",0,0,"P4058:4910","A"
"Unknown","DECODEUR","dvbs",12402,27500,"v",0,0,"P4059:4910","A"
"Unknown","DECODEUR","dvbs",12402,27500,"v",0,0,"P4060:4910","A"
"Unknown","DECODEUR","dvbs",12402,27500,"v",0,0,"P4061:4910","A"
"Unknown","DECODEUR","dvbs",12402,27500,"v",0,0,"P4062:4910","A"
"Unknown","Service 8763","dvbs",12402,27500,"v",0,0,"P4063:4910","A"
"Unknown","Service 8764","dvbs",12402,27500,"v",0,0,"P4064:4910","A"
"ARD","WDR Bielefeld","dvbs",12421,27500,"h",0,0,"P300:501:504:502:503","A502:503"
"ARD","WDR Dortmund","dvbs",12421,27500,"h",0,0,"P400:501:504:502:503","A502:503"
"ARD","WDR Düsseldorf","dvbs",12421,27500,"h",0,0,"P500:501:504:502:503","A502:503"
"ARD","WDR Essen","dvbs",12421,27500,"h",0,0,"P600:501:504:502:503","A502:503"
"ARD","WDR Münster","dvbs",12421,27500,"h",0,0,"P700:501:504:502:503","A502:503"
"ARD","WDR Siegen","dvbs",12421,27500,"h",0,0,"P800:501:504:502:503","A502:503"
"ARD","WDR HD Köln","dvbs",12421,27500,"h",0,0,"P5500:5501:5504:5502:5503:5506","A5502:5503:5506"
"ARD","WDR HD Bielefeld","dvbs",12421,27500,"h",0,0,"P5510:5501:5504:5502:5503:5506","A5502:5503:5506"
"ARD","WDR HD Dortmund","dvbs",12421,27500,"h",0,0,"P5520:5501:5504:5502:5503:5506","A5502:5503:5506"
"ARD","WDR HD Düsseldorf","dvbs",12421,27500,"h",0,0,"P5530:5501:5504:5502:5503:5506","A5502:5503:5506"
"ARD","WDR HD Essen","dvbs",12421,27500,"h",0,0,"P5540:5501:5504:5502:5503:5506","A5502:5503:5506"
"ARD","WDR HD Münster","dvbs",12421,27500,"h",0,0,"P5550:5501:5504:5502:5503:5506","A5502:5503:5506"
"ARD","WDR HD Siegen","dvbs",12421,27500,"h",0,0,"P5560:5501:5504:5502:5503:5506","A5502:5503:5506"
"ARD","Radio Bremen TV","dvbs",12421,27500,"h",0,0,"P1200:1201:1204:1202","A1202"
"ARD","WDR Test A","dvbs",12421,27500,"h",0,0,"P1500:501:504:502:503","A502:503"
"BetaDigital","ManouLenz.tv","dvbs",12460,27500,"h",0,0,"P97:511:512","A512"
"BetaDigital","EWTN katholisches TV","dvbs",12460,27500,"h",0,0,"P100:1023:1024:1025","A1024:1025"
"BetaDigital","QVC BEAUTY&STYLE","dvbs",12460,27500,"h",0,0,"P102:1791:38:1792","A1792"
"BetaDigital","joiz","dvbs",12460,27500,"h",0,0,"P101:1279:1280","A1280"
"BetaDigital","Sparhandy TV","dvbs",12460,27500,"h",0,0,"P108:3071:3072","A3072"
"BetaDigital","1-2-3.tv","dvbs",12460,27500,"h",0,0,"P105:2815:32:2816","A2816"
"BetaDigital","ANIXE SD","dvbs",12460,27500,"h",0,0,"P107:3311:3312","A3312"
"BetaDigital","TLC","dvbs",12460,27500,"h",0,0,"P103:1535:37:1536","A1536"
"ProSiebenSat.1","SIXX","dvbs",12460,27500,"h",0,0,"P99:767:35:768","A768"
"BetaDigital","Disney Channel","dvbs",12460,27500,"h",0,0,"P115:2047:36:2048:2051","A2048:2051"
"BetaDigital","QVC","dvbs",12460,27500,"h",0,0,"P96:255:33:256","A256"
"BetaDigital","Sonnenklar TV","dvbs",12480,27500,"v",0,0,"P97:2303:40:2304","A2304"
"BetaDigital","HSE24","dvbs",12480,27500,"v",0,0,"P104:1279:37:1280","A1280"
"BetaDigital","mediasparTV Homeshopping","dvbs",12480,27500,"v",0,0,"P106:1791:1792","A1792"
"BetaDigital","REGIO TV","dvbs",12480,27500,"v",0,0,"P107:2047:2048","A2048"
"BetaDigital","TELE 5","dvbs",12480,27500,"v",0,0,"P99:1535:38:1536","A1536"
"BetaDigital","DMAX","dvbs",12480,27500,"v",0,0,"P108:3327:44:3328","A3328"
"BetaDigital","EBRU TV","dvbs",12480,27500,"v",0,0,"P109:2815:2816","A2816"
"BetaDigital","HSE24 TREND","dvbs",12480,27500,"v",0,0,"P110:3071:36:3072","A3072"
"BetaDigital","AstroTV","dvbs",12480,27500,"v",0,0,"P98:2559:2560","A2560"
"BetaDigital","e8 television","dvbs",12480,27500,"v",0,0,"P102:767:768","A768"
"BetaDigital","MediaShop- Neuheiten","dvbs",12480,27500,"v",0,0,"P100:255:256","A256"
"BetaDigital","meinTVshop","dvbs",12480,27500,"v",0,0,"P101:511:512","A512"
"BetaDigital","SPORT1","dvbs",12480,27500,"v",0,0,"P103:1023:39:1024","A1024"
"M7 Group","CD/TVV info&nieuws","dvbs",12515,22000,"h",0,0,"P2116:525:8190:120","A120"
"Unknown","Service 9298","dvbs",12522,22000,"v",0,0,"P1340:1010","A"
"Unknown","Service 9205","dvbs",12522,22000,"v",0,0,"P1284:164:96","A96"
"ProSiebenSat.1","SAT.1","dvbs",12544,22000,"h",0,0,"P96:255:32:256:259","A256:259"
"ProSiebenSat.1","ProSieben","dvbs",12544,22000,"h",0,0,"P97:511:33:512:515","A512:515"
"ProSiebenSat.1","kabel eins","dvbs",12544,22000,"h",0,0,"P98:767:34:768","A768"
"ProSiebenSat.1","N24","dvbs",12544,22000,"h",0,0,"P99:1023:35:1024","A1024"
"ProSiebenSat.1","SAT.1 Gold","dvbs",12544,22000,"h",0,0,"P100:1279:36:1280","A1280"
"ProSiebenSat.1","ProSieben MAXX","dvbs",12544,22000,"h",0,0,"P101:1535:37:1536","A1536"
"ProSiebenSat.1","SAT.1 Bayern","dvbs",12544,22000,"h",0,0,"P103:255:32:256:259","A256:259"
"ProSiebenSat.1","SAT.1 NRW","dvbs",12544,22000,"h",0,0,"P104:255:32:256:259","A256:259"
"SES ASTRA","QVC PLUS","dvbs",12551,22000,"v",0,0,"P1060:168:146:144","A144"
"SES ASTRA","QVC Deutschland","dvbs",12551,22000,"v",0,0,"P1030:165:167:166","A166"
"SES ASTRA","Bibel TV","dvbs",12551,22000,"v",0,0,"P32:33:36:34","A34"
"SES ASTRA","eUrotic","dvbs",12551,22000,"v",0,0,"P47:460:470","A470"
"SES ASTRA","BFM TV","dvbs",12551,22000,"v",0,0,"P2170:2171:345:2172","A2172"
"SES ASTRA","BFM TV","dvbs",12551,22000,"v",0,0,"P2170:2171:345:2172","A2172"
"SES ASTRA","BFM Business","dvbs",12551,22000,"v",0,0,"P1059:39:38","A38"
"SES ASTRA","CashTV","dvbs",12551,22000,"v",0,0,"P1070:1071:1072","A1072"
"SES ASTRA","8 MONT-BLANC","dvbs",12551,22000,"v",0,0,"P","A"
"BetaDigital","sonnenklar.TV HD","dvbs2",12574,22000,"h",0,0,"P96:255:32:259","A259"
"BetaDigital","Juwelo HD","dvbs2",12574,22000,"h",0,0,"P99:1023:1024","A1024"
"BetaDigital","pearl.tv HD Shop","dvbs2",12574,22000,"h",0,0,"P100:1279:1280","A1280"
"BetaDigital","TecTime TV","dvbs2",12574,22000,"h",0,0,"P107:3071:3072","A3072"
"CSAT","A LA DEMANDE","dvbs",12581,22000,"v",0,0,"P1283:163:92","A92"
"SES ASTRA","STB Comag","dvbs",12603,22000,"h",0,0,"P7266","A"
"SES ASTRA","Sky News Intl","dvbs",12603,22000,"h",0,0,"P7290:1290:2290","A2290"
"ARD","WDR Aachen","dvbs",12603,22000,"h",0,0,"P3400:3401:3804:3402:3403","A3402:3403"
"ARD","WDR Wuppertal","dvbs",12603,22000,"h",0,0,"P3500:3401:3804:3402:3403","A3402:3403"
"ARD","WDR Bonn","dvbs",12603,22000,"h",0,0,"P3600:3401:3804:3402:3403","A3402:3403"
"ARD","WDR Duisburg","dvbs",12603,22000,"h",0,0,"P3700:3401:3804:3402:3403","A3402:3403"
"ARD","WDR HD Aachen","dvbs",12603,22000,"h",0,0,"P5600:5601:5604:5602:5603:5606","A5602:5603:5606"
"ARD","WDR HD Wuppertal","dvbs",12603,22000,"h",0,0,"P5610:5601:5604:5602:5603:5606","A5602:5603:5606"
"ARD","WDR HD Bonn","dvbs",12603,22000,"h",0,0,"P5620:5601:5604:5602:5603:5606","A5602:5603:5606"
"ARD","WDR HD Duisburg","dvbs",12603,22000,"h",0,0,"P5630:5601:5604:5602:5603:5606","A5602:5603:5606"
"MEDIA BROADCAST","MEDIA BROADCAST - Test 7","dvbs",12633,22000,"h",0,0,"P100:1113:1114","A1114"
"MEDIA BROADCAST","K-TV","dvbs",12633,22000,"h",0,0,"P102:202:502:302","A302"
"MEDIA BROADCAST","Deutsches Musik Fernsehen","dvbs",12633,22000,"h",0,0,"P105:53:504:54","A54"
"MEDIA BROADCAST","Lustkanal24 TV","dvbs",12633,22000,"h",0,0,"P106:206:306","A306"
"MEDIA BROADCAST","MEDIA BROADCAST - Test 6","dvbs",12633,22000,"h",0,0,"P107:1113:1114","A1114"
"MEDIA BROADCAST","Sexy Club TV","dvbs",12633,22000,"h",0,0,"P112:212:206:312","A312"
"MEDIA BROADCAST","rhein main tv","dvbs",12633,22000,"h",0,0,"P108:208:508:308","A308"
"MEDIA BROADCAST","Deutsche Girls 24 TV","dvbs",12633,22000,"h",0,0,"P115:215:206:315","A315"
"MEDIA BROADCAST","Juwelo TV","dvbs",12633,22000,"h",0,0,"P116:1041:1042","A1042"
"MEDIA BROADCAST","Dreamgirls24 TV","dvbs",12633,22000,"h",0,0,"P118:218:206:318","A318"
"MEDIA BROADCAST","Erotiksat24 TV","dvbs",12633,22000,"h",0,0,"P119:219:206:319","A319"
"MEDIA BROADCAST","123-Damenwahl","dvbs",12633,22000,"h",0,0,"P120:220:206:320","A320"
"MEDIA BROADCAST","MEDIA BROADCAST - Test 5","dvbs",12633,22000,"h",0,0,"P121:1113:1114","A1114"
"MEDIA BROADCAST","Maennersache TV","dvbs",12633,22000,"h",0,0,"P122:222:322","A322"
"MEDIA BROADCAST","Date Line","dvbs",12633,22000,"h",0,0,"P123:223:323","A323"
"MEDIA BROADCAST","Fotohandy","dvbs",12633,22000,"h",0,0,"P124:224:324","A324"
"MEDIA BROADCAST","Mobile Sex","dvbs",12633,22000,"h",0,0,"P125:225:325","A325"
"MEDIA BROADCAST","SEX-Kontakte","dvbs",12633,22000,"h",0,0,"P126:226:326","A326"
"MEDIA BROADCAST","Eros TV","dvbs",12633,22000,"h",0,0,"P127:227:206:327","A327"
"MEDIA BROADCAST","Achtung Sexy TV","dvbs",12633,22000,"h",0,0,"P128:228:206:328","A328"
"MEDIA BROADCAST","Traumfrauen TV","dvbs",12633,22000,"h",0,0,"P129:229:206:329","A329"
"MEDIA BROADCAST","Heiss und Sexy TV","dvbs",12633,22000,"h",0,0,"P130:230:206:330","A330"
"MEDIA BROADCAST","Shop24Direct","dvbs",12633,22000,"h",0,0,"P133:233:333","A333"
"MEDIA BROADCAST","nice","dvbs",12633,22000,"h",0,0,"P134:242:342","A342"
"MEDIA BROADCAST","Babestation24","dvbs",12633,22000,"h",0,0,"P135:235:335","A335"
"MEDIA BROADCAST","Fundorado TV","dvbs",12633,22000,"h",0,0,"P136:236:336","A336"
"MEDIA BROADCAST","EROTIKA TV - NEU!","dvbs",12633,22000,"h",0,0,"P139:239:339","A339"
"MEDIA BROADCAST","BunnyClub24","dvbs",12633,22000,"h",0,0,"P140:240:340","A340"
"MEDIA BROADCAST","Clipmobile","dvbs",12633,22000,"h",0,0,"P141:241:341","A341"
"MEDIA BROADCAST","MEDIA BROADCAST - Test 4","dvbs",12633,22000,"h",0,0,"P142:1113:1114","A1114"
"MEDIA BROADCAST","ALT - SUCHLAUF STARTEN","dvbs",12633,22000,"h",0,0,"P143:53:504:54","A54"
"MEDIA BROADCAST","multithek","dvbs",12633,22000,"h",0,0,"P144:244","A"
"MEDIA BROADCAST","MEDIA BROADCAST - Test 3","dvbs",12633,22000,"h",0,0,"P156:1113:1114","A1114"
"MEDIA BROADCAST","MEDIA BROADCAST - Test 2","dvbs",12633,22000,"h",0,0,"P157:1113:1114","A1114"
"MEDIA BROADCAST","MEDIA BROADCAST - Test 1","dvbs",12633,22000,"h",0,0,"P164:1113:1114","A1114"
"RTL","RTL NITRO A","dvbs",12662,22000,"h",0,0,"P1102:1020:1025:1021","A1021"
"~","Welt der Wunder","dvbs",12662,22000,"h",0,0,"P1103:1030:1031","A1031"
"~","LT1-OOE","dvbs",12662,22000,"h",0,0,"P1104:1040:1041","A1041"
"sevenonemedia","sixx Austria","dvbs",12662,22000,"h",0,0,"P1106:1060:1063:1061","A1061"
"~","VISIT-X.tv","dvbs",12662,22000,"h",0,0,"P1107:1070:1071","A1071"
"ServusTV","ServusTV Deutschland","dvbs",12662,22000,"h",0,0,"P1210:1110:1115:1111:1112","A1111:1112"
"ServusTV","ServusTV Oesterreich","dvbs",12662,22000,"h",0,0,"P1211:2110:2115:2111:2112","A2111:2112"
"~","L-TV/TVM","dvbs",12662,22000,"h",0,0,"P1213:2130:2131","A2131"
"~","BTV","dvbs",12662,22000,"h",0,0,"P1241:2410:2411","A2411"
"CSAT","MULTISPORTS","dvbs2",12669,22000,"v",0,0,"P1800","A"
"ORF","HITRADIO OE3","dvbs",12692,22000,"h",0,0,"P1003:130:131","A131"
"ORF","ORF2E","dvbs",12692,22000,"h",0,0,"P1004:170:505:171","A171"
"~","Service 13015","dvbs",12692,22000,"h",0,0,"P1005:150","A"
"~","Service 13016","dvbs",12692,22000,"h",0,0,"P1006:150","A"
"~","Service 13017","dvbs",12692,22000,"h",0,0,"P1007:150","A"
"~","Folx TV","dvbs",12692,22000,"h",0,0,"P1008:180:181","A181"
"~","RiC","dvbs",12692,22000,"h",0,0,"P1009:190:191","A191"
"GoTV","gotv","dvbs",12692,22000,"h",0,0,"P1021:3020:3021","A3021"
