CATEGORY,TITLE,SYSTEM,FREQ,SR,POL,RADIO,ENC,PIDS,TRACKS
"MEDIA BROADCAST","India Girls","dvbs",11604,27500,"h",0,0,"P2100:1080:1075:54","A54"
"MEDIA BROADCAST","+18 Love Girls","dvbs",11604,27500,"h",0,0,"P2200:1097:1075:2220","A2220"
"MEDIA BROADCAST","Sexy love girls","dvbs",11604,27500,"h",0,0,"P2300:2310:1075:2320","A2320"
"MEDIA BROADCAST",".arab babes","dvbs",11604,27500,"h",0,0,"P2400:2410:1075:2420","A2420"
"MEDIA BROADCAST","MB SmartCast Test 2","dvbs",11604,27500,"h",0,0,"P2500:3910:3920","A3920"
"MEDIA BROADCAST","MB SmartCast Test 8","dvbs",11604,27500,"h",0,0,"P2700:3910:3920","A3920"
"MEDIA BROADCAST","LOMBARDIA SAT","dvbs",11604,27500,"h",0,0,"P2800:2810:2820","A2820"
"MEDIA BROADCAST","KLIKSAT.farhad","dvbs",11604,27500,"h",0,0,"P2900:2910:2920","A2920"
"MEDIA BROADCAST","MB SmartCast Test 12","dvbs",11604,27500,"h",0,0,"P3200:3910:3920","A3920"
"MEDIA BROADCAST","MB SmartCast Test 14","dvbs",11604,27500,"h",0,0,"P3000:3910:3920","A3920"
"MEDIA BROADCAST","MB SmartCast Test 15","dvbs",11604,27500,"h",0,0,"P3600:3910:3920","A3920"
"MEDIA BROADCAST","TVRUS","dvbs",11604,27500,"h",0,0,"P3700:3710:3720","A3720"
"MEDIA BROADCAST","Juwelo","dvbs",11604,27500,"h",0,0,"P3800:3810:3820","A3820"
"MEDIA BROADCAST","MB SmartCast Test 1","dvbs",11604,27500,"h",0,0,"P3900:3910:3920","A3920"
"MEDIA BROADCAST","MB SmartCast Test 3","dvbs",11604,27500,"h",0,0,"P4200:3910:3920","A3920"
"MEDIA BROADCAST","MB SmartCast Test 4","dvbs",11604,27500,"h",0,0,"P4300:3910:3920","A3920"
"MEDIA BROADCAST","MB SmartCast Test 7","dvbs",11604,27500,"h",0,0,"P4500:3910:3920","A3920"
"MEDIA BROADCAST","MB SmartCast Test 5","dvbs",11604,27500,"h",0,0,"P4700:3910:3920","A3920"
"MEDIA BROADCAST","MB SmartCast Test 6","dvbs",11604,27500,"h",0,0,"P4800:3910:3920","A3920"
"MEDIA BROADCAST","MB SmartCast Test 16","dvbs",11604,27500,"h",0,0,"P5100:3910:3920","A3920"
"MEDIA BROADCAST","Persian Movie","dvbs",11604,27500,"h",0,0,"P6000:6010:6020","A6020"
"MEDIA BROADCAST","MB SmartCast Test 13","dvbs",11604,27500,"h",0,0,"P6200:3910:3920","A3920"
"MEDIA BROADCAST","MB SmartCast Test 10","dvbs",11604,27500,"h",0,0,"P6400:3910:3920","A3920"
"MEDIA BROADCAST","MB SmartCast Test 11","dvbs",11604,27500,"h",0,0,"P6500:3910:3920","A3920"
"MEDIA BROADCAST","IPN TV","dvbs",11604,27500,"h",0,0,"P","A"
"GLOBECAST","Pianeta TV","dvbs",11623,27500,"v",0,0,"P201:221:1024:241","A241"
"GlobeCast","MEDIATEXT.IT","dvbs",11623,27500,"v",0,0,"P202:222:242","A242"
"Unknown","ARTE","dvbs",11623,27500,"v",0,0,"P203:223:283:233:243:263:273","A233:243:263:273"
"GlobeCast","RTL 102.5 TV","dvbs",11623,27500,"v",0,0,"P203:224:244","A244"
"GlobeCast","Telepiù Channel","dvbs",11623,27500,"v",0,0,"P202:222:242","A242"
"GlobeCast","ITALIA_CHANNEL","dvbs",11623,27500,"v",0,0,"P206:226:246","A246"
"Unknown","TV_ROMANIA","dvbs",11623,27500,"v",0,0,"P207:227:287:247","A247"
"GlobeCast","Carisma_TV","dvbs",11623,27500,"v",0,0,"P4217:221:1024:241","A241"
"GlobeCast","ARTE OGGI TV","dvbs",11623,27500,"v",0,0,"P202:222:242","A242"
"GlobeCast","El Chourouk","dvbs",11623,27500,"v",0,0,"P210:230:250","A250"
"GlobeCast","Al Atlas","dvbs",11623,27500,"v",0,0,"P211:231:251","A251"
"Unknown","Arirang World","dvbs",11623,27500,"v",0,0,"P205:225:245","A245"
"GlobeCast","NESSMA MAGHREB MOYEN ORIENT","dvbs",11623,27500,"v",0,0,"P208:228:248","A248"
"GlobeCast","ETV Emilia R.","dvbs",11623,27500,"v",0,0,"P1202:221:241","A241"
"Unknown","ARTE","dvbs",11623,27500,"v",0,0,"P1203:223:283:233:243:263:273","A233:243:263:273"
"GlobeCast","RTG TV","dvbs",11623,27500,"v",0,0,"P335:235:2135:2137:2138","A2135:2137:2138"
"GlobeCast","METROSAT","dvbs",11623,27500,"v",0,0,"P738:221:241","A241"
"GlobeCast","Mediterraneo Sat","dvbs",11623,27500,"v",0,0,"P706:226:246","A246"
"GlobeCast","QUORE TV","dvbs",11623,27500,"v",0,0,"P747:226:246","A246"
"GlobeCast","Reality TV","dvbs",11623,27500,"v",0,0,"P748:221:1024:241","A241"
"BSS","KOMALA TV","dvbs",11642,27500,"h",0,0,"P1030:1031:1032","A1032"
"Unknown","AAA SPORT","dvbs",11642,27500,"h",0,0,"P1040:561:562","A562"
"BSS","Face 1","dvbs",11642,27500,"h",0,0,"P1050:1051:1052","A1052"
"BSS","AAA Family","dvbs",11642,27500,"h",0,0,"P560:561:562","A562"
"BSS","AAA Music","dvbs",11642,27500,"h",0,0,"P1070:1071:1072","A1072"
"BSS","KALEMEH FARSI","dvbs",11642,27500,"h",0,0,"P1200:1201:1202","A1202"
"BSS","Al Magharibia","dvbs",11642,27500,"h",0,0,"P1250:1251:1252","A1252"
"BSS","TV DISCO","dvbs",11642,27500,"h",0,0,"P1260:1261:1262","A1262"
"BSS","!mwala3a 3lik","dvbs",11642,27500,"h",0,0,"P1270:1271:1272","A1272"
"BSS","Anta 7iate","dvbs",11642,27500,"h",0,0,"P1280:1281:1282","A1282"
"BSS","Iran Fun","dvbs",11642,27500,"h",0,0,"P1290:1291:1292","A1292"
"BSS","Music Box Russia","dvbs",11642,27500,"h",0,0,"P1300:1301:1302","A1302"
"BSS","GOD TV","dvbs",11642,27500,"h",0,0,"P34:1321:1322","A1322"
"BSS","nar elhob","dvbs",11642,27500,"h",0,0,"P1340:1271:1272","A1272"
"BSS","lo3b whob","dvbs",11642,27500,"h",0,0,"P1360:1281:1282","A1282"
"BSS","GDG Channel","dvbs",11642,27500,"h",0,0,"P1430:1431:1432","A1432"
"Unknown","Wedding TV","dvbs",11642,27500,"h",0,0,"P1440:1441:1442","A1442"
"Unknown","Kurd Channel","dvbs",11642,27500,"h",0,0,"P1450:1451:1452","A1452"
"BSS","Hope Channel","dvbs",11642,27500,"h",0,0,"P1470:1471:1472:1473","A1472:1473"
"BSS","RVS Italy","dvbs",11642,27500,"h",0,0,"P1610:1471:1473","A1473"
"BSS","VENETO LINK","dvbs",11642,27500,"h",0,0,"P1620:1621:1622","A1622"
"BSS","ARTE CHIC","dvbs",11642,27500,"h",0,0,"P1630:1621:1622","A1622"
"BSS","SNTV","dvbs",11642,27500,"h",0,0,"P1700:1701:1702","A1702"
"Telespazio","Punto Sat","dvbs",11662,27500,"v",0,0,"P1695:334:335","A335"
"Telespazio","Challenger","dvbs",11662,27500,"v",0,0,"P1912:490:491:493","A491:493"
"Telespazio","Challenger","dvbs",11662,27500,"v",0,0,"P1913:490:491","A491"
"Telespazio","Informazione TV","dvbs",11662,27500,"v",0,0,"P1738:600:601","A601"
"Telespazio","Redlight 3D-HD!","dvbs",11662,27500,"v",0,0,"P611","A"
"Telespazio","Hustler 3D-HD!","dvbs",11662,27500,"v",0,0,"P612","A"
"Telespazio","TV Luna","dvbs",11662,27500,"v",0,0,"P1651","A"
"Telespazio","Sirio TV","dvbs",11662,27500,"v",0,0,"P1960:1920:1921","A1921"
"Telespazio","Sirio TV","dvbs",11662,27500,"v",0,0,"P1967:1920:1921","A1921"
"Telespazio","Sirio TV","dvbs",11662,27500,"v",0,0,"P1968:1920:1921","A1921"
"Telespazio","Sirio TV","dvbs",11662,27500,"v",0,0,"P1969:1920:1921","A1921"
"Telespazio","Tivu Tivu","dvbs",11662,27500,"v",0,0,"P1970:380:381","A381"
"Harmonic","Tivu Tivu","dvbs",11662,27500,"v",0,0,"P1971:380:381","A381"
"Harmonic","Tivu Tivu","dvbs",11662,27500,"v",0,0,"P1972:380:381","A381"
"Telespazio","Tivu Tivu","dvbs",11662,27500,"v",0,0,"P1973:380:381","A381"
"Telespazio","Tivu Tivu","dvbs",11662,27500,"v",0,0,"P1974:380:381","A381"
"Harmonic","Tivu Tivu","dvbs",11662,27500,"v",0,0,"P1975:380:381","A381"
"Telespazio","Tivu Tivu","dvbs",11662,27500,"v",0,0,"P1976:380:381","A381"
"Telespazio","Tivu Tivu","dvbs",11662,27500,"v",0,0,"P1977:380:381","A381"
"Telespazio","Tivu Tivu","dvbs",11662,27500,"v",0,0,"P1978:380:381","A381"
"Telespazio","Tivu Tivu","dvbs",11662,27500,"v",0,0,"P1979:380:381","A381"
"Eutelsat","Arte HD","dvbs",11681,27500,"h",0,0,"P570:571:572:573:574:577","A572:573:574:577"
"Telefonica Spain","TVE Internacional","dvbs",11727,27500,"v",0,0,"P33:2911:2913:2912:2915","A2912:2915"
"Telefonica Spain","Canal 24 Horas","dvbs",11727,27500,"v",0,0,"P34:3569:3571:3570:3573","A3570:3573"
"Telefonica Spain","TELESUR","dvbs",11727,27500,"v",0,0,"P43:3121:3122","A3122"
"TSA","SCT PROMO","dvbs",11727,27500,"v",0,0,"P56:41:36","A36"
"TSA","SCT PROMO b","dvbs",11727,27500,"v",0,0,"P62:41:36","A36"
"TSA","SCT PROMO c","dvbs",11727,27500,"v",0,0,"P63:41:36","A36"
"TSA","SCT PROMO d","dvbs",11727,27500,"v",0,0,"P64:41:36","A36"
"TSA","SCT PROMO e","dvbs",11727,27500,"v",0,0,"P35:41:36","A36"
"BBC World Service","BBC Arabic","dvbs",11727,27500,"v",0,0,"P6519:6781:6782","A6782"
"Du","Dubai TV","dvbs",11747,27500,"h",0,0,"P48:4130:4131:4132","A4131:4132"
"Du","Dubai Sports 3","dvbs",11747,27500,"h",0,0,"P49:4386:4387:4388","A4387:4388"
"Du","Sama Dubai","dvbs",11747,27500,"h",0,0,"P50:4642:4643","A4643"
"Du","AL SHARJAH","dvbs",11747,27500,"h",0,0,"P4340:4341:4342","A4342"
"Du","AD SPORT1","dvbs",11747,27500,"h",0,0,"P4370:4371:4372","A4372"
"Du","PMC","dvbs",11747,27500,"h",0,0,"P32:67:46","A46"
"Du","AL SHARQIYA","dvbs",11747,27500,"h",0,0,"P58:77:113","A113"
"Du","AL BAGHDADIA 2","dvbs",11747,27500,"h",0,0,"P4211:4222:4223","A4223"
"Du","AL BAGHDADIA","dvbs",11747,27500,"h",0,0,"P4251:4252:4253","A4253"
"Du","Al-Arabiya","dvbs",11747,27500,"h",0,0,"P35:515:643:671","A643:671"
"Du","MBC MAGHREB AL ARABIA","dvbs",11747,27500,"h",0,0,"P41:516:682","A682"
"Du","Sky News Arabia","dvbs",11747,27500,"h",0,0,"P4311:4312:4313","A4313"
"du","AL GHAD AL ARABY","dvbs",11747,27500,"h",0,0,"P4350:4351:4352","A4352"
"Rai","RaiMed","dvbs",11766,27500,"v",0,0,"P260:515:580:653","A653"
"Rai","Senato","dvbs",11766,27500,"v",0,0,"P1107:8190:588:92:660","A92:660"
"Rai","Rai Scuola","dvbs",11766,27500,"v",0,0,"P261:518:584:656","A656"
"Rai","TV2000","dvbs",11804,27500,"v",0,0,"P108:518:656","A656"
"Unknown","Service 3304","dvbs",11804,27500,"v",0,0,"P259:515:591:653","A653"
"Rai","Rai Gulp","dvbs",11804,27500,"v",0,0,"P126:522:590:663","A663"
"Rai","Rai Sport 1","dvbs",11804,27500,"v",0,0,"P128:512:581:650","A650"
"Rai","Rai Sport 2","dvbs",11804,27500,"v",0,0,"P104:516:579:654","A654"
"Rai","Rai Storia","dvbs",11804,27500,"v",0,0,"P103:514:583:652","A652"
"Rai","Camera Deputati","dvbs",11804,27500,"v",0,0,"P262:517:587:655","A655"
"Rai","RaiNettunoSat1","dvbs",11804,27500,"v",0,0,"P256:519:585:657","A657"
"NetMed","novasports7","dvbs",11823,27500,"h",0,0,"P269:519:8190:720:721","A720:721"
"NetMed","novasports7 Cy","dvbs",11823,27500,"h",0,0,"P271:519:8190:720:721","A720:721"
"SkyItalia","Real Time","dvbs",11958,27500,"v",0,0,"P1132:174:771:460:461","A460:461"
"JMC","TRT Belgesel","dvbs",12015,27500,"h",0,0,"P261:517:2309:277:700:701","A700:701"
"ART","IQRAA  -  ARABESQUE","dvbs",12015,27500,"h",0,0,"P264:520:136:730:1498","A730:1498"
"jmc","Iqraa Africa & Europe","dvbs",12015,27500,"h",0,0,"P258:521:182:731:732","A731:732"
"JMC","Algerie 3","dvbs",12015,27500,"h",0,0,"P272:525:142:5644","A5644"
"ART","Ictimai TV","dvbs",12015,27500,"h",0,0,"P273:524:140:5634","A5634"
"JMC","Canal Algerie","dvbs",12015,27500,"h",0,0,"P274:526:132:5654","A5654"
"JMC","RT DOC","dvbs",12015,27500,"h",0,0,"P397:1420:5664","A5664"
"JMC","Yemen TV","dvbs",12015,27500,"h",0,0,"P270:518:134:710","A710"
"JMC","Saudi Sports 1","dvbs",12015,27500,"h",0,0,"P281:776:150:1017","A1017"
"JMC","test","dvbs",12015,27500,"h",0,0,"P288:777:151:1018","A1018"
"Telespazio","Al Jazeera Documentary","dvbs",12111,27500,"v",0,0,"P1028:240:241","A241"
"Telespazio","Al Jazeera Mubasher","dvbs",12111,27500,"v",0,0,"P1029:250:251","A251"
"Telespazio","Al Jazeera","dvbs",12111,27500,"v",0,0,"P1031:270:271","A271"
"Telespazio","IP DATA","dvbs",12111,27500,"v",0,0,"P1065:1027","A"
"Telespazio","Telemarket  for You","dvbs",12111,27500,"v",0,0,"P1038:329:328","A328"
"Telespazio","Antichità Chiossone","dvbs",12111,27500,"v",0,0,"P1139:3300:3310","A3310"
"Telespazio","S.NEU JERUSALEM","dvbs",12111,27500,"v",0,0,"P1173:345:346","A346"
"Harmonic","AL-MAYADEEN","dvbs",12111,27500,"v",0,0,"P1135:1403:2403","A2403"
"Telespazio","RIKSat","dvbs",12111,27500,"v",0,0,"P1194:108:2500:102","A102"
"Telespazio","ClassTv","dvbs",12111,27500,"v",0,0,"P1185:350:351","A351"
"Telespazio","Class Horse TV","dvbs",12111,27500,"v",0,0,"P1196:355:356","A356"
"Telespazio","TV Moda","dvbs",12111,27500,"v",0,0,"P1080:320:321","A321"
"Telespazio","Saamen Tv","dvbs",12111,27500,"v",0,0,"P1198:1168:1169","A1169"
"AH-EDP","Tunisie Nationale","dvbs",12149,27500,"v",0,0,"P42:112:114:113","A113"
"AH-EDP","Khabar TV","dvbs",12149,27500,"v",0,0,"P64:160:161","A161"
"AH-EDP","LIDER TV AZERBAIJAN","dvbs",12149,27500,"v",0,0,"P66:192:191:193:194","A193:194"
"AH-EDP","CCTV4","dvbs",12149,27500,"v",0,0,"P68:224:223:225","A225"
"EUTELSAT","SMtv San Marino","dvbs",12149,27500,"v",0,0,"P87:310:311","A311"
"People TV-Rete 7","People TV-Rete 7","dvbs",12149,27500,"v",0,0,"P1141:1142:1143","A1143"
"TandbergTV","CNC-002","dvbs",12149,27500,"v",0,0,"P3300:3304:3302:3303","A3303"
"Bahrain TV","Bahrain International","dvbs",12149,27500,"v",0,0,"P90:340:341","A341"
"BBC World Service","BBC Persian","dvbs",12149,27500,"v",0,0,"P111:410:411","A411"
"Scopus Network Technologies","BETHEL","dvbs",12149,27500,"v",0,0,"P88:420:421","A421"
"NetMed","ÂïõëÞ","dvbs",12169,27500,"h",0,0,"P278:517:8190:700","A700"
"Unknown","RFE/RL TV 1","dvbs",12226,27500,"v",0,0,"P5001:1160:1120:1122:1130:1132","A1120:1122:1130:1132"
"Unknown","VOA TV 240","dvbs",12226,27500,"v",0,0,"P5240:3260:3220:3222:3230:3232","A3220:3222:3230:3232"
"Unknown","VOA TV 241","dvbs",12226,27500,"v",0,0,"P5241:3260:3220:3230","A3220:3230"
"Unknown","VOA TV 242","dvbs",12226,27500,"v",0,0,"P5242:3260:3220:3232","A3220:3232"
"Unknown","VOA TV 251","dvbs",12226,27500,"v",0,0,"P5251:3260:3220:3230","A3220:3230"
"Unknown","VOA TV 252","dvbs",12226,27500,"v",0,0,"P5252:3260:3220:3232","A3220:3232"
"Unknown","DOS TV  340","dvbs",12226,27500,"v",0,0,"P5340:5060:5020","A5020"
"Unknown","Ch 500 - HD TEST","dvbs",12226,27500,"v",0,0,"P5500:560:32","A32"
"Unknown","VOA TV 100","dvbs",12226,27500,"v",0,0,"P5100:3260:3220:3222","A3220:3222"
"Unknown","AzadliqRadiosu TV 200","dvbs",12226,27500,"v",0,0,"P5200:1160:1120:1122","A1120:1122"
"Unknown","Alhurra TV 190","dvbs",12226,27500,"v",0,0,"P5190:1460:1420","A1420"
"Unknown","Alhurra TV 215","dvbs",12226,27500,"v",0,0,"P5215:1460:1420:1422","A1420:1422"
"Unknown","Radio Farda 223","dvbs",12226,27500,"v",0,0,"P5223:1560:1532","A1532"
"Unknown","Persian TV 225","dvbs",12226,27500,"v",0,0,"P5225:1660:1620:1622","A1620:1622"
"GlobeCast","Naba TV","dvbs",12245,27500,"h",0,0,"P33:112:122","A122"
"GlobeCast","Saudi Sport 2","dvbs",12245,27500,"h",0,0,"P113:123:133","A133"
"GlobeCast","Al sumariah","dvbs",12245,27500,"h",0,0,"P114:124:134","A134"
"GlobeCast","iTV","dvbs",12245,27500,"h",0,0,"P127:137:157","A157"
"GlobeCast","Al Etejah TV","dvbs",12245,27500,"h",0,0,"P1113:1123:1133","A1133"
"GlobeCast","AL BAGHDADIA","dvbs",12245,27500,"h",0,0,"P1115:1125:1135","A1135"
"GlobeCast","Saudi Arabian TV2","dvbs",12245,27500,"h",0,0,"P212:222:332","A332"
"GlobeCast","Samacom Test","dvbs",12245,27500,"h",0,0,"P","A"
"GlobeCast","Al Rasheed TV","dvbs",12245,27500,"h",0,0,"P","A"
"GlobeCast","KANAL 4","dvbs",12245,27500,"h",0,0,"P","A"
"GlobeCast","GEM Movie","dvbs",12245,27500,"h",0,0,"P","A"
"Cyfrowy Polsat S.A.","Blue Hustler","dvbs",12284,27500,"h",0,0,"P32","A"
"RIT","RIT-TV","dvbs",12322,27500,"h",0,0,"P32:33:34","A34"
"M-Three satcom","90 numeri sat","dvbs",12322,27500,"h",0,0,"P209:2090:2091","A2091"
"M-Three satcom","Bergamo TV","dvbs",12322,27500,"h",0,0,"P3931:3932:3933","A3933"
"M-Three satcom","Canale Aste","dvbs",12322,27500,"h",0,0,"P2062:2060:2061","A2061"
"Eutelsat","Romauno","dvbs",12322,27500,"h",0,0,"P5000:5010:5020","A5020"
"GlobeCast","Telepace","dvbs",12380,27500,"v",0,0,"P3017:3027:3037:3097","A3037:3097"
"GLOBECAST","AD AlOula","dvbs",12380,27500,"v",0,0,"P3014:3024:3034","A3034"
"GLOBECAST","ZAHRA TV","dvbs",12380,27500,"v",0,0,"P3019:3029:3039","A3039"
"GlobeCast","ERI TV","dvbs",12380,27500,"v",0,0,"P3110:3120:3130","A3130"
"GlobeCast","Saudi - Sunnah","dvbs",12380,27500,"v",0,0,"P3117:3127:3137","A3137"
"GlobeCast","KNN Channel","dvbs",12380,27500,"v",0,0,"P3108:3018:3048","A3048"
"GlobeCast","Libya Al Ahrar","dvbs",12380,27500,"v",0,0,"P3105:3025:3035","A3035"
"GlobeCast","Sat7 Plus","dvbs",12380,27500,"v",0,0,"P3013:3023:3033","A3033"
"GlobeCast","Al Etejah","dvbs",12380,27500,"v",0,0,"P3115:3215:3315","A3315"
"GlobeCast","AL SHARQIYA NEWS","dvbs",12380,27500,"v",0,0,"P3113:3213:3313","A3313"
"GlobeCast","ETV1","dvbs",12380,27500,"v",0,0,"P3100:3200:3300","A3300"
"Schweizer Radio und Fernsehen","SRF info","dvbs",12399,27500,"h",0,0,"P407:167:53:102:103:104","A102:103:104"
"RTV SLOVENIJA","SLO-TV3","dvbs",12520,27500,"v",0,0,"P82:218:202:219","A219"
"RTV SLOVENIJA","RBC-TV","dvbs",12520,27500,"v",0,0,"P32:603:604","A604"
"Telespazio","Canale ITALIA","dvbs",12558,27500,"v",0,0,"P1302:145:146","A146"
"Harmonic","Canale Italia 84","dvbs",12558,27500,"v",0,0,"P1303:245:246","A246"
"Telespazio","UnireSat by Teleippica","dvbs",12558,27500,"v",0,0,"P1310:1220:1221","A1221"
"Telespazio","TEF CHANNEL","dvbs",12558,27500,"v",0,0,"P1315:610:611:612","A611:612"
"Telespazio","THAQALLYN  TV","dvbs",12558,27500,"v",0,0,"P33:52:50","A50"
"Telespazio","HODHOD Arabic","dvbs",12558,27500,"v",0,0,"P1323:1802:1803","A1803"
"Telespazio","HADI TV1","dvbs",12558,27500,"v",0,0,"P1345:72:73","A73"
"Telespazio","HADI TV3","dvbs",12558,27500,"v",0,0,"P420:410:411","A411"
"Telespazio","HADI TV4","dvbs",12558,27500,"v",0,0,"P1347:447:448","A448"
"Telespazio","RU TV","dvbs",12558,27500,"v",0,0,"P1349:2009:3009","A3009"
"Harmonic","Baraem+","dvbs",12558,27500,"v",0,0,"P2563:2851:2852","A2852"
"Harmonic","HODHOD FARSI","dvbs",12558,27500,"v",0,0,"P1360:360:361","A361"
"Telespazio","Jeem+","dvbs",12558,27500,"v",0,0,"P2819:2821:2822","A2822"
"GlobeCast","ARM_1","dvbs",12597,27500,"v",0,0,"P1025:161:84","A84"
"GlobeCast","BET","dvbs",12597,27500,"v",0,0,"P1026","A"
"GlobeCast","BBC World News","dvbs",12597,27500,"v",0,0,"P1027:163:92","A92"
"GlobeCast","SMNI","dvbs",12597,27500,"v",0,0,"P1056:4001:4011","A4011"
"Harmonic","1TVRUS Europe","dvbs",12597,27500,"v",0,0,"P1031:167:108","A108"
"GlobeCast","Euronews","dvbs",12597,27500,"v",0,0,"P1034:2221:768:2231:2232:2233:2234:2235:2236:2237:2238:2239:2240:2241:2242:2243:2246","A2231:2232:2233:2234:2235:2236:2237:2238:2239:2240:2241:2242:2243:2246"
"GlobeCast","Quadriga","dvbs",12597,27500,"v",0,0,"P1029","A"
"SkyItalia","Sky Calcio Info","dvbs",12616,29900,"h",0,0,"P1124:174","A"
"JMC","Qatar TV","dvbs",12654,27500,"h",0,0,"P5002:134:1220","A1220"
"ARABSAT","SAUDI1","dvbs",12654,27500,"h",0,0,"P5003:1360:1320","A1320"
"ARABSAT","KUWAIT","dvbs",12654,27500,"h",0,0,"P5004:1460:1420","A1420"
"Unknown","SUDAN TV","dvbs",12654,27500,"h",0,0,"P5032:1660:1620","A1620"
"ARABSAT","OMAN","dvbs",12654,27500,"h",0,0,"P5035:1760:1720","A1720"
"ARABSAT","ESC","dvbs",12654,27500,"h",0,0,"P5008:1860:1101:1206","A1206"
"ARABSAT","AL-IRAQIA TV","dvbs",12654,27500,"h",0,0,"P5061:1960:1920","A1920"
"ARABSAT","JORDAN TV","dvbs",12654,27500,"h",0,0,"P5049:4060:4020","A4020"
"ARABSAT","SAUDI-QURAN","dvbs",12654,27500,"h",0,0,"P5053:4260:4220","A4220"
"NILESAT","Libya Alwatnya","dvbs",12654,27500,"h",0,0,"P5054:4360:4320","A4320"
"SkyItalia","Sky Inside","dvbs",12673,29900,"v",0,0,"P286:2625:2626","A2626"
"SkyItalia","Sky Inside","dvbs",12673,29900,"v",0,0,"P310:2625:2626","A2626"
"SkyItalia","Sky Inside","dvbs",12673,29900,"v",0,0,"P312:2625:2626","A2626"
"SkyItalia","Sky Inside","dvbs",12673,29900,"v",0,0,"P313:2625:2626","A2626"
"Eutelsat","BFM TV","dvbs",12692,27500,"h",0,0,"P750:751:756:752","A752"
"AB SAT","BIS promo","dvbs",12692,27500,"h",0,0,"P417:117:217","A217"
"Eutelsat","TV8 Mont Blanc","dvbs",12692,27500,"h",0,0,"P820:821:822","A822"
